snippet_id,entry_id,date,actor_type,actor_name,country,url,matched_paragraph,matched_group1,matched_group2,regulatory_tool,position,argument_type,notes
38,286,14 October 2025,Company/business,TikTok Technology Ltd.,Ireland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087800_en,"me AI Act obligations. 

For example, Article 49 of the AI Act requires providers to register AI systems listed in Annex III 
in an EU database, regardless of whether they are ultimately deemed high risk. However, not all 
systems that fall into one of the Annex III categories will qualify as high risk AI. Where a provider 
justifies that their AI system does not pose a significant risk of harm to the health, safety or 
fundamental rights of natural persons per Article 6(3), they should not be required to register 
their system in the high risk AI database. To require them to do so would give a false impression 
that that AI system is subject to all of the high risk AI obligations. Instead, providers should only 
be expected to document their determination that the AI system is not high risk, and be 
prepared to demonstrate this rationale upon request by the competent authority. 

Another example relates to regulatory sandboxes, which are designed to support testing and 
compliance efforts by allowing companies to experiment with AI systems in a controlled 
environment. Article 57 of the AI Act states that Member State competent authorities can issue 
written proof of a successful AI regulatory sandbox. This documentation may then be ""positively 
taken into account"" when providers who have participated in these sandboxes wish to 
demonstrate compliance. The Digital Omnibus should specify that participating in a successful 
AI sandbox should lead to a presumption of conformity for the tested AI system or model, to 
encourage participation and streamline documentation requirements. 

3.  Clarify enforcement of the AI Act, prevent fragmentation 

The Digital Omnibus should provide additional clarity as to the role of the AI Office, and its 
remit in enforcing certain aspects of the AI Act. Where possible and practicable, the AI Office 
should play more of a role in centralised enforcement, and national fragmentation should be 
avoided. 

Regarding enforcement, the Omnibus should clarify if and how the AI Office will be involved in 
enforcing other aspects of the AI Act for which they must develop future Codes of Conduct. We 
are aware that the AI Office will work with stakeholders to develop a Transparency Code in the 
coming months, but it is not clear if they are responsible for the enforcement of this Code or 
the obligations it will aim to satisfy under Article 50 of the AI Act",digital omnibus,AI regulatory sandbox,AI_sandbox,pro_simplification,legal_certainty,
39,286,14 October 2025,Company/business,TikTok Technology Ltd.,Ireland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087800_en,"d proportionate. Although newly adopted, we 
encourage the European Commission to use the opportunity of the Digital Omnibus to 
streamline and clarify some aspects of the AI Act by: 

1.  Considering practical extensions to compliance deadlines; 
2.  Acknowledging regulatory overlaps between the AI Act and other legislation, and 
suggesting methods for optimised compliance to reduce regulatory burden; 

3.  Clarifying who will be responsible for enforcement; and, 
4.  Supporting European competitiveness in AI cohesively, across regulatory initiatives. 

1.  Compliance extensions, where reasonable and practicable 

Where it seems likely that deadlines to publish standards or guidelines cannot be met by the 
publishing entity, an extension to an implementation deadline should be considered. 
Implementation timelines should be aligned with the availability of any necessary technical and 
legal guidance, so that companies can prepare accordingly. Concretely, the Digital Omnibus 
should include a proposal that stipulates that relevant AI Act rules do not apply until a number 
of months after the requisite guidelines or standards have been published. For example, if the 
development of harmonised standards for high risk AI continues to be delayed, an extension of 
the implementation deadline for High Risk AI obligations is warranted. 

2.  Acknowledge regulatory overlaps, reduce administrative burden 

The Digital Omnibus should outline where requirements in the AI Act overlap with those of 
other regulations. Where these legislative requirements have the same policy aims and 
similar obligations, the Omnibus should explain how companies can harmonise their 
approach to compliance. 

For example, Article 27 of the AI Act requires providers of high-risk AI systems to conduct 
fundamental rights impact assessments, to evaluate how an AI system may impact fundamental 
rights, including human dignity, non-discrimination and freedoms protected under the EU 
Charter. Article 35 of the GDPR simultaneously requires companies to carry out a data 
protection impact assessment (DPIA), to assess how the processing of personal data may affect 
individuals' rights and freedoms. There is some overlap between these obligations, and the 

 
 
 
Digital Omnibus is an opportunity to clarify how companies can optimise their reporting, 
preferably using one assessment tool. 

The Digital Omnibus is als",digital omnibus,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
40,292,14 October 2025,Academic/research Institution,AI Standards Lab,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087758_en,"Input for the Digital Omnibus consultation 
by the AI Standards Lab 

Contact for this submission: Koen.Holtman@aistandardslab.org  
14 Oct 2025 

The  AI  Standards  Lab  (  https://www.aistandardslab.org/  )  is  a  non-profit  organisation, 
gathering  several  independent  experts  who  aim  to  support  government  initiatives  for  AI 
technology regulation.    We welcome the opportunity to give our input on the Commission’s 
Digital Omnibus (Digital Package on Simplification).   Our input to this consultation concerns 
the EU AI Act, where we also consider its interplay with other regulations.  

We  have  been  active  contributors  to  several  initiatives  to  clarify  the  AI  Act  and  ease  its 
application.   We have participated in the EU’s Code of Practice writing for General Purpose 
AI  (GPAI  CoP),  the  CEN-CENELEC  JTC21  effort  to  write  standards  in  support  of  the 
high-risk AI parts of the AI Act, and in various earlier AI Act consultations. 

1. General remarks 

Our general viewpoint is that the AI Act imposes necessary and proportional constraints and 
burdens  on  AI  developers  and  deployers,  necessary  to  protect  health,  safety,  and 
fundamental rights. 

The  main  problem  creating  unnecessary  and",digital omnibus; simplification,AI standards,AI_standards,anti_simplification,rights_protection,
41,292,14 October 2025,Academic/research Institution,AI Standards Lab,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087758_en,"ntext 
of  collaborative  projects  between private companies and research institutions or academia, 
where  the  line  may  be  blur  between  genuine  scientific  work  and  market-oriented 
development. 

Second, for the a case where a first party develops and publishes (e.g. as open source 
or open weight) an AI model or AI system purely for the purposes of scientific research 
and  development, and then later a third party takes that model or system and puts it 
into service for purposes not related to scientific research and development, including 
commercial  purposes,  we  recommend  that  the  omnibus  package  further  resolves 
ambiguities left in the AI Act, by clarifying the assignment of duties to these parties. 

1.  We  recommend  that  the  package  clarifies  that  the  above  third  party  then 
becomes  an  AI  model  or  AI  system  provider,  and  sometimes  also  a  deployer, 
importer,  or  distributor,  making  them  potentially  subject  to  obligations  under  the  AI 
Act.  Whether  they  are  actually  subject  to  specific  articles  will  depend  on  what  the 
exact nature of the model or system is (is it GPAI, is it high-risk, does it implement a 

AI Standards Lab - www.aistandardslab.org/  Transparency Register 060933793069-24                    3 

 
 
 
 
 
 
 
 
 
 
 
prohibited  practice,  is  it  purely  for  scientific  research,  etc),  according  to  the normal 
classification logic in the AI Act. 

2.  We  recommend that the package clarifies that the above clarifies that the first 
party  party  will  not  be  subject  to  AI  Act  obligations  if  a  third  party  takes  the 
above actions 

3.  We  recommend  that  the  package  clarifies  that  research  exemptions  in 
copyright law, to the extent that they could be used by the first party, will not apply 
to the actions of the third party. 

The  above  recommendations  apply  for  both the AI model provider case and the AI system 
provider  case.   For  additional  and  somewhat  related  recommendations  for  the  AI  model 
provider case only, see section 2.6 further below. 

2.2. On the Prohibited AI practices in AIA Chapter III (Article 5) 

We consider these prohibitions to be necessary, and we believe that these prohibitions do 
not  create  any  disproportionate  burdens  that  would  be  in  need  of  simplification  by 
amending the Act. 

into 

force,  narro",simplification,AI standards,AI_standards,anti_simplification,legal_certainty,
42,292,14 October 2025,Academic/research Institution,AI Standards Lab,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087758_en,"even is, to 
use the instruments at its disposal whenever the European Standards system fails. 

We call on the authors of the legislative proposal for the digital omnibus package to have a 
dialogue  with various departments in the AI Office, to determine if the Office would need 
extra rights (rights to overrule hiring or subcontracting constraints it operates under now) or 
extra  resources  (funding)  in  order  to  successfully  undertake  the  timely  writing  of 
common  specifications  and/or  extra  compensating guidance. We call for an effort that 
will  create  such  needed  rights  and  funding  for  the  Commission  via  the  omnibus 
package.  These  should  not  just  be  created  with  the  AI  Act  in  mind,  but  also  with  the 
implementation of the omnibus package itself in mind, as well as the implementation of any 
future digital legislation. 

Reform of the European standards system. We note that the European Commission is also 
undertaking an initiative to revise the Standardisation Regulation, including collecting input in 
a  separate  consultation.  We  will  therefore  not provide any input on this reform topic in this 
current omnibus consultation. 

AI Standards Lab - www.aistandardslab.org/  Transparency Register 060933793069-24                    7 

 
 
 
 
 
 
 
 
 
 
 
Interplay  with  risk  assessment  and  migitation  obligations  in  other  legislation.  The  AI  Act 
creates  three sets of “risk assessment” obligations: (i) the obligation for high-risk AI system 
providers to conduct risk management under Article 9; (ii) obligation to deployers of high-risk 
AI  systems  who  are  public  authorities to conduct a fundamental rights impact assessment; 
(iii)  the  obligation  of  GPAI  providers  with  systemic  risks  to  assess  significant  impact  risks 
including  public  health, safety, public security and fundamental rights. Stakeholders subject 
to the AI Act will rarely be required to perform multiple risk assessments under the Act.  

Moreover,  the  AI  Act  anticipates  the  parallel  handling  of  risk  management  obligations 
required  under  other  EU  laws.   Article  8(2)  gives  providers  a  high  degree  of  flexibility  to 
integrate  their  new  obligations  into  their  existing  compliance  mechanisms.  Article  9(10) 
allows  providers  to  integrate  Article  9  risk  management  obligations  within  th",digital omnibus,AI standards,AI_standards,anti_simplification,improve_governance,
43,292,14 October 2025,Academic/research Institution,AI Standards Lab,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087758_en,"rtainties and an associated large burden. Specifically this is caused by Article 15(1) 
using  the  term  ‘appropriate  levels’  as  applied  to  ‘accuracy,  robustness, and cybersecurity’.  
Based  on  our  legal/technical  analysis,  we  suggest  that  the  omnibus  package  could 
delete the 51(1) requirement for reaching ‘appropriate levels’ in the case of ‘accuracy’ 
and  ‘robustness’  without  a  huge  impact,  as  long  as  the  risk  management  logic  of 
Article  9  remains  untouched.  Alternatively,  it  could  exempt  use  cases  from  these 
requirements  until  one  year  after  harmonised  and  cited  standards  defining  ‘appropriate 
levels’ are available. 

2.5. On the transparency obligations in Chapter IV (Article 50) 

Based on our analysis of technical and societal developments, we believe these obligations 
to  be  necessary.  We  believe  that  they do not create any disproportionate burdens that 
would be in need of simplification by amending the Act. We expect that the intended Code of 
Practice writing effort to clarify these transparency obligations will be timely and successful, 
and we see no need to delay the entry into force of these obligations. 

AI Standards Lab - www.aistandardslab.org/  Transparency Register 060933793069-24                    8 

 
 
 
 
 
 
 
 
2.6. On the Requirements for General Purpose AI (GPAI) 
providers in AIA Chapter V (Articles 51-56) 

We consider the various information provision and risk mitigation obligations placed 
on  GPAI  model  providers  to  be  necessary,  and  do  not  believe  they  create  any 
disproportionate burdens. This conclusion is based in part on the observation that a GPAI 
Code of Practice has now been successfully published, determined to be adequate, and that 
it has been endorsed, by signing it, by many key GPAI model providers.  

Copyright  related  disclosure  burdens seem to be proportionate. The recent publication of a 
disclosure  template  by  the  AI Office has clarified the burden imposed by Article 53(1)(d) to 
provide 
information:  we  consider  this  burden  to  be  necessary  and 
proportionate. Maybe it even errs on the side of lowering the burden too much, but if so then 
this  will  become  evident  over  the  next  several  years.  We  do  not  currently  advocate  any 
changes to Article 53(1)(d) or the template. 

training  data 

Article 53(1)(b) technical",simplification,AI standards,AI_standards,pro_simplification,legal_certainty,
44,292,14 October 2025,Academic/research Institution,AI Standards Lab,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087758_en,"ntouched.  Alternatively,  it  could  exempt  use  cases  from  these 
requirements  until  one  year  after  harmonised  and  cited  standards  defining  ‘appropriate 
levels’ are available. 

2.5. On the transparency obligations in Chapter IV (Article 50) 

Based on our analysis of technical and societal developments, we believe these obligations 
to  be  necessary.  We  believe  that  they do not create any disproportionate burdens that 
would be in need of simplification by amending the Act. We expect that the intended Code of 
Practice writing effort to clarify these transparency obligations will be timely and successful, 
and we see no need to delay the entry into force of these obligations. 

AI Standards Lab - www.aistandardslab.org/  Transparency Register 060933793069-24                    8 

 
 
 
 
 
 
 
 
2.6. On the Requirements for General Purpose AI (GPAI) 
providers in AIA Chapter V (Articles 51-56) 

We consider the various information provision and risk mitigation obligations placed 
on  GPAI  model  providers  to  be  necessary,  and  do  not  believe  they  create  any 
disproportionate burdens. This conclusion is based in part on the observation that a GPAI 
Code of Practice has now been successfully published, determined to be adequate, and that 
it has been endorsed, by signing it, by many key GPAI model providers.  

Copyright  related  disclosure  burdens seem to be proportionate. The recent publication of a 
disclosure  template  by  the  AI Office has clarified the burden imposed by Article 53(1)(d) to 
provide 
information:  we  consider  this  burden  to  be  necessary  and 
proportionate. Maybe it even errs on the side of lowering the burden too much, but if so then 
this  will  become  evident  over  the  next  several  years.  We  do  not  currently  advocate  any 
changes to Article 53(1)(d) or the template. 

training  data 

Article 53(1)(b) technical documentation obligation is too burdensome in a corner case. We 
consider  that  the  obligation  Article  53(1)(b),  to  draw  up  technical  documentation, 
combined with the above definitional apparatus, creates unnecessary documentation 
burdens  for  first  parties  who  create  or  modify  a  GPAI  model  for  exclusive  use  by 
themselves, i.e. without ever releasing that model in a way that allows third parties to 
integrate it into another AI system.  Such first parties would curr",simplification,code of practice,GPAI_CoP,anti_simplification,rights_protection,
45,299,14 October 2025,Other,"Ireland - Department of Enterprise, Tourism and Employment",Ireland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087552_en,"educe the complexities arising from multiple digital 
regulations. 

•  Further develop regulatory sandboxes to support SMEs and regulators in building 

skills and capacity to adapt to new digital regulations.  

14 October 2025 

4 

 
 
 
 
Annex  

Detailed suggestions on AI, Data, Cyber, Connectivity and privacy 

Simplification of the AI Act: 

•  Continue to support and resource the AI Board and its subgroups beyond the 

implementation deadlines. These are critical regulatory forums providing guidance and 
ensuring consistency across Member States in early years of implementation.  This would 
ensure that the AI Board further coordinates with relevant digital regulation governance 
structures to ensure coherence and efficiencies across National Regulatory Authorities 
and avoid duplication of efforts.  

•  Provide greater certainty and predictability for regulators and businesses by linking 
timeline for enforcement provisions to the availability of the standards and guidance 
required to help regulate and achieve compliance. The Act is very complex, and 
implementation will be a significantly smoother process for both regulators and regulated 
entities if guidelines and harmonised standards are available well in advance of 
compliance deadlines. This will provide essential time to prepare in order to achieve 
compliance at the deadline date. 

•  Develop glossaries with common definitions including on what constitutes ""putting AI 

into use"" (e.g., global vs. EU-market models) or on ""intended use"".  

•  Clarify the interplay between the AI Act and other digital regulations, especially on 

personal data processing, on market surveillance functions and on the cooperation needed 
between market surveillance actors, notifying authorities and fundamental rights 
protection bodies to support innovation and responsible AI. This could build on the 
initiatives underway between the European Data Protection Board and the EU AI Office.  

•  Confirm the requirement for, and strengthen the mechanisms to facilitate, data sharing 
between competent authorities designated under the AI Act to enable effective and 
coherent enforcement. This is particularly important in relation to the sharing of data that 
may be considered commercially sensitive in nature. 

•  Examine and remedy legislative constraints in other sectors (e.g. financial services 

legislation such CRD, Solvency II",simplification,harmonised standards,AI_standards,pro_simplification,legal_certainty,Also briefly mentions AI regulatory sandbox — not split as mention too brief
46,306,14 October 2025,Business association,DOT Europe,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087422_en,"e 82 (Compliant AI Systems Which Present a Risk)  
provides that if a high-risk AI system is compliant but still poses risks to health, safety, fundamental 
rights, or public interests, market surveillance authorities may require the operator to promptly take 
measures  to  eliminate  those  risks.  We  believe  that  national  authorities  should  not  introduce 
additional enforcement or compliance rules, as this could lead to unchecked fragmentation and an 
expansion of the AI Act’s scope. Centralising enforcement of transparency obligations for low-risk AI 

6 

 
 
 
 
 
 
 
 
 
systems within the AI Office would bring much-needed consistency, reduce administrative burden, 
and provide clarity for providers and deployers alike. 

At the same time, European AI regulation does not exist in isolation. Companies operating in global 
markets already engage with international initiatives such as those developed by the OECD and the 
G7. Ensuring that the AI Act’s implementation is aligned with these frameworks is essential to avoid 
creating compliance complexity or discouraging global players from deploying AI in Europe. A clear 
case for international alignment is the forthcoming Code of Practice under Article 50. The Code should 
be consistent with global standards and remain flexible in its approach to watermarking and labelling, 
allowing actors to adopt techniques that reflect their business models, the state of the art, and the 
specific  risks  posed  by  their  AI  systems.  By  actively  engaging  in  international  standardisation 
discussions,  the  EU  can  reinforce  its  role  as  a  leader  while  ensuring  European  businesses  are  not 
disadvantaged and supports transparency efforts as the necessary technology matures. 

A rational approach to exemptions 

The AI Act already contains specific exemptions based on company size, particularly to support SMEs 
and  start-ups.  While  DOT  Europe  supports  proportionality,  we  caution  against  the  introduction  of 
additional size-based carve-outs during the simplification process. The reality of the AI ecosystem is 
that it is highly interconnected: in Germany, for example, 95% of AI start-ups operate in B2B contexts, 
and across the EU, 63% of AI start-ups build on foundation models developed by larger companies. It 
is a central principle of the AI Act that there is a fair allocation of responsibility wit",simplification,code of practice,GPAI_CoP,pro_simplification,regulatory_coherence,
47,307,14 October 2025,Business association,EMMA-ENPA,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087416_en,"es, either in their substantive provisions or in the 
envisaged dates of entry into application.  

It is indisputable that one of the core objectives of the AI Act is ensuring compliance with Union 
law by AI Actors and securing a level playing field whereby AI companies operating in the Union 
market  are  subject  to  a  common  set  of  rules,  irrespective  of  whether  those  providers  are 
established or located within the Union or in a third country. 

Against this background, EMMA and ENPA oppose in the strongest terms any potential use of the 
Digital Omnibus as a means to either dilute, in any manner, delete altogether, or postpone the 
entry into application of the copyright-relevant obligations incumbent on providers  of general-
purpose AI models per Art. 53(1)(c) and (d), which represent but an initial, yet still insufficient step 
that must necessarily be built upon.  

On the contrary, as the Commission seeks to achieve optimal implementation of the AI Act, the 
simplification  process  presents  an  opportunity  to  revisit  and  greatly  improve  the  AI  Act 
implementation  package  adopted  in  July  this  year,  comprising  the  General-Purpose  AI  (GPAI) 
Code of Practice, the AI Office’s transparency template for GPAI model providers to summarise 
the  training  content,  and  the  GPAI  guidelines,  which  were  a  missed  opportunity  to  provide 
meaningful protection of intellectual property rights in the context of generative AI and fell short 
of the EU AI Act’s own objectives.  Only in this way will the objective laid down in the AI Act of 
helping  rightsholders exercise  and  enforce their rights  under  Union  law  be achieved  and  legal 
certainty  for  all  stakeholders  be  secured,  while  also  ensuring  that  the  EU’s  AI  and  digital 
frameworks  remain  coherent,  innovation-friendly, and firmly respectful of intellectual property 
rights. 

We  thank  the  European Commission  for  the  consideration  of  our  feedback  and  remain  at  the 
Commission’s disposal for any clarifications or discussions on the raised issues.  

5",digital omnibus; simplification,code of practice,GPAI_CoP,anti_deregulation,rights_protection,Near-identical text to #31 (BDZV) and #34 (MVFP) — joint publishers coalition submission
48a,318,14 October 2025,Company/business,Volkswagen Group,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087347_en,") 2019/881. This could lead to overlaps with the horizontal requirements under the CRA.  

Proposed simplification: The CE marking according to CRA should be recognised as a sufficient re-
quirement for ICT products under NIS-2. 

NIS 2 Directive: Simplify requirements for affiliated companies  

Status quo: Currently, affiliated companies within a corporate group are treated like independent 
companies in the open market under NIS2. 

Proposed simplification: If a company offers services that are regulated under NIS2 (Annex I No.8 
Digital Infrastructure) in conjunction with EU Implementing Regulation 2024/2690 exclusively to af-
filiated companies within the corporate group, then the company and its services should be exempt 
from the requirements of EU Implementing Regulation 2024/2690. 

2.4  Artificial Intelligence 
The AI Act should be simplified by shifting to sector specific regulation of Industrial AI by excluding 
Annex I. The Implementation Deadlines for Annex I and Annex III should be extended by at least 24 
months starting with the implementation of the delegated acts. Transition periods should be linked 
to the availability of harmonised European standards. The GPAI Code of Practice needs to become 
more user oriented by revising the thresholds for systemic risk and avoid an inappropriate shifting of 
responsibilities from model providers to finetuners and users of these models. The AI Act should 
specify under which conditions finetuned models may be exempt from certain requirements, using 
clear definitions and thresholds. The AI Act should ensure that its transparency and data protection 
requirements are consistent with the General Data Protection Regulation (GDPR). 

© Volkswagen Group  |  14.10.2025  |  

 
 
 
Feedback Volkswagen Group on Digital Package – Digital Omnibus 

AI Act: Implementation Deadlines for Annex I and Annex III 

Status quo: The implementation of the AI Act is phased, with various provisions becoming applicable 
between February 2, 2025, and August 2, 2027. High-risk AI systems under Annex I must comply 
within 36 months from the entry into force of the AI Act, i.e., by August 1, 2027. High-risk AI systems 
under Annex III must comply within 24 months from the entry into force of the AI Act, i.e., by August 
1, 2026. The standardization of the high-risk requirements is progressing much more slowly than 
originally planned. However",digital omnibus; simplification,code of practice,GPAI_CoP,pro_deregulation,legal_certainty,Split from #48 — CoP argument (revise systemic risk thresholds; avoid responsibility shifting to finetuners/users)
48b,318,14 October 2025,Company/business,Volkswagen Group,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087347_en,") 2019/881. This could lead to overlaps with the horizontal requirements under the CRA.  

Proposed simplification: The CE marking according to CRA should be recognised as a sufficient re-
quirement for ICT products under NIS-2. 

NIS 2 Directive: Simplify requirements for affiliated companies  

Status quo: Currently, affiliated companies within a corporate group are treated like independent 
companies in the open market under NIS2. 

Proposed simplification: If a company offers services that are regulated under NIS2 (Annex I No.8 
Digital Infrastructure) in conjunction with EU Implementing Regulation 2024/2690 exclusively to af-
filiated companies within the corporate group, then the company and its services should be exempt 
from the requirements of EU Implementing Regulation 2024/2690. 

2.4  Artificial Intelligence 
The AI Act should be simplified by shifting to sector specific regulation of Industrial AI by excluding 
Annex I. The Implementation Deadlines for Annex I and Annex III should be extended by at least 24 
months starting with the implementation of the delegated acts. Transition periods should be linked 
to the availability of harmonised European standards. The GPAI Code of Practice needs to become 
more user oriented by revising the thresholds for systemic risk and avoid an inappropriate shifting of 
responsibilities from model providers to finetuners and users of these models. The AI Act should 
specify under which conditions finetuned models may be exempt from certain requirements, using 
clear definitions and thresholds. The AI Act should ensure that its transparency and data protection 
requirements are consistent with the General Data Protection Regulation (GDPR). 

© Volkswagen Group  |  14.10.2025  |  

 
 
 
Feedback Volkswagen Group on Digital Package – Digital Omnibus 

AI Act: Implementation Deadlines for Annex I and Annex III 

Status quo: The implementation of the AI Act is phased, with various provisions becoming applicable 
between February 2, 2025, and August 2, 2027. High-risk AI systems under Annex I must comply 
within 36 months from the entry into force of the AI Act, i.e., by August 1, 2027. High-risk AI systems 
under Annex III must comply within 24 months from the entry into force of the AI Act, i.e., by August 
1, 2026. The standardization of the high-risk requirements is progressing much more slowly than 
originally planned. However",digital omnibus; simplification,code of practice,AI_standards,pro_simplification,technical_feasibility,Split from #48 — AI standards argument (extend deadlines 24 months; link to harmonised standards)
49,321,14 October 2025,Non-governmental organisation (NGO),Association française de normalisation (AFNOR),France,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087333_en,"y, consensus-based  standards developed by CEN, CENELEC, ETSI, ISO, and IEC as the 
backbone of a coherent and flexible compliance framework. 

Proportionality and avoiding cascading burdens 

Simplification must also ensure proportionality. Obligations should be phased in to allow SMEs and mid-
caps to adapt, with lighter regimes for lower-risk activities. At the same time, safeguards are needed to 
prevent the indirect transfer of compliance duties along supply chains, as observed in other fields such 
as  sustainability reporting. Without such safeguards, larger companies may cascade obligations onto 
smaller suppliers, creating disproportionate burdens and undermining the EU’s policy objectives. 

A strategic vision for digital governance 

The Digital Omnibus should not be seen as a purely technical adjustment (« simplify, just to simplify »), 
but as a step towards a strategic European digital governance model. This model should integrate 
cybersecurity,  data,  AI,  and  digital  identity  into  a  coherent,  interoperable,  and  innovation-friendly 
framework.  By  institutionalising  the  principles  of  « report  once »  and  « certify  once »,  grounding 
obligations in harmonised standards, and embracing automation and AI tools for compliance, Europe 
can strengthen both its competitiveness and its digital sovereignty. 

AFU 

2025-10-13 

Page 2/2",digital omnibus; simplification,harmonised standards,AI_standards,neutral_ambivalent,improve_governance,
50,328,14 October 2025,Business association,Bitkom e.V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087277_en,"llow sufficient time for 

their implementation, the AI Act simplification package should extend the 

implementation timeline for the high-risk requirements under Annexes I and III by at 

least 24 months and correspondingly delay the applicability of fines for non-

compliance by 24 months in this regard.  

This extension is justified, as current planning horizons – already considered optimistic 

given the complex and protracted consensus-building process – indicate that the 

relevant standards will not be fully finalised before the end of 2026. Organisations 

with experience in implementing digital regulations note that compliance with a single 
standard often requires more than 12 months.3 Given that the implementation of the 

AI Act’s high-risk requirements is expected to involve up to 35 (partially referenced) 
standards in total4, a significantly longer timeframe will be necessary to ensure 

effective and compliant adoption. Given implementation uncertainties, guidance 

should ensure parties have appropriate time to cure good faith noncompliance before 

penalties apply.  

2 
3 
4 

 Bitkom Study „KI in der deutschen Wirtschaft“, 2025. 

 Dr. Kilian et al., European AI Standards, p.26. 

 Dr. Kilian et al., European AI Standards, p.26. 

11 

 
 
 
 
Position Paper on the Call for Evidence on the Digital Omnibus 

Integrate high-risk requirements related to Annex I A 
into sectoral legislation  

Early implementation challenges are exposing the limits of applying horizontal AI rules 

to established sectoral frameworks, especially for those under Annex I section A. The 

development of harmonised standards for AI is proving slower and more complex than 

anticipated. Manufacturers are left uncertain as to how new AI-specific standards will 

align – or conflict – with existing ones that already govern their products. This 

uncertainty is bound to create bottlenecks and undermine long-standing compliance 

pathways.  

The problem is particularly acute in the area of conformity assessment. The AI Act 

introduces obligations that current conformity assessment bodies are neither clearly 

authorised nor equipped to manage under existing sectoral regimes. In highly 

regulated sectors such as automotive or medical devices, where notified bodies are 

already under strain, adding AI-related requirements without a clear integration 

pathway poses a risk for",digital omnibus; simplification,AI standards,AI_standards,pro_simplification,technical_feasibility,
52,328,14 October 2025,Business association,Bitkom e.V.,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33087277_en,"like ISO/IEC 31000 should be considered as a general base and 

for the integration of several risk management systems. ENISA, as the EU’s 

cybersecurity agency, should be given a stronger mandate to promote coherence and 

support implementation through practical tools.  

Bitkom recommends that ENISA conduct a comprehensive mapping of overlaps and 

inconsistencies across EU cybersecurity regulations. This analysis should rely on 

internationally recognised standards and propose concrete measures for simplification. 

Mapping EU requirements against established standards would help both authorities 

and businesses, following a risk-based approach, highlighting gaps and clarifying the 

relationship between EU rules and international frameworks. Well-established 

standards such as ISO/IEC 27001 should serve as the foundation for demonstrating 

compliance wherever possible.  

In addition, ENISA should lead the development of a harmonised cross-sectoral 

reporting framework under the CSA. Today, reporting obligations are dispersed across 

NIS2, CRA, DORA, GDPR, DA, and AI Act each with its own thresholds, timelines and 

channels. A centralised reporting portal, grounded in harmonised standards and 

coordinated by ENISA, would substantially enhance legal clarity and strengthen 

Europe’s collective ability to respond to threats. To succeed, such a framework must 

ensure interoperability, aligned definitions and standardised procedures, while 

avoiding redundant obligations and duplicate sanctions. For instance, there is 

considerable potential for harmonization when it comes to CE marking requirements. 

These should be aligned across regulatory frameworks, with a single technical file 

format recognized across frameworks and clear Commission guidance to ensure 

uniformity across Member States. By assuming a coordinating role, ENISA can ensure 

that the CSA becomes the foundation for coherence and effectiveness rather than an 

additional layer of complexity.  

Network and Information Security Directive 2  

The transposition and application of NIS-2 across EU member states lacks uniformity in 

timelines, scope and requirements, creating legal uncertainty and additional burdens 

for companies. Thirteen member states have not yet implemented the 

regulation. Inconsistent approaches are evident in several areas:  

  Some member states, such as Hungary, have ap",simplification,harmonised standards,AI_standards,pro_simplification,regulatory_coherence,"CRA/NIS-2 cybersecurity standards context, not AI Act — likely false positive"
